order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,city,type_of_food,day,hour,average_prep_resteraunt,min_prep_restauraunt,max_prep_restauraunt
16.15,1518,4,5,London,healthy,Tuesday,18,581.0819672131148,0,5632
48.85,1518,5,915,London,healthy,Tuesday,19,581.0819672131148,0,5632
16.55,1518,3,5,London,healthy,Tuesday,21,581.0819672131148,0,5632
20.25,1518,3,2305,London,healthy,Wednesday,12,581.0819672131148,0,5632
15.5,1518,3,528,London,healthy,Wednesday,19,581.0819672131148,0,5632
20.05,1518,3,5,London,healthy,Thursday,13,581.0819672131148,0,5632
15.65,1518,4,30,London,healthy,Thursday,15,581.0819672131148,0,5632
28.95,1518,5,61,London,healthy,Thursday,20,581.0819672131148,0,5632
18.65,1518,5,5,London,healthy,Thursday,21,581.0819672131148,0,5632
23.7,1518,3,15,London,healthy,Friday,20,581.0819672131148,0,5632
19.8,1518,4,0,London,healthy,Friday,21,581.0819672131148,0,5632
18.75,1518,4,374,London,healthy,Monday,21,581.0819672131148,0,5632
17.1,1518,5,0,London,healthy,Monday,21,581.0819672131148,0,5632
17.35,666,4,6386,London,dessert,Monday,12,932.5,9,6386
17.5,666,4,838,London,dessert,Monday,20,932.5,9,6386
65.45,666,10,2089,London,dessert,Tuesday,12,932.5,9,6386
25.6,666,4,884,London,dessert,Tuesday,21,932.5,9,6386
16.15,666,4,496,London,dessert,Thursday,18,932.5,9,6386
17.1,666,3,3456,London,dessert,Friday,12,932.5,9,6386
15.05,666,3,822,London,dessert,Friday,17,932.5,9,6386
26.9,666,4,560,London,dessert,Saturday,18,932.5,9,6386
8.85,666,3,9,London,dessert,Saturday,19,932.5,9,6386
17.1,666,4,86,London,dessert,Saturday,23,932.5,9,6386
17.35,666,5,270,London,dessert,Sunday,20,932.5,9,6386
15.5,666,6,597,London,dessert,Sunday,21,932.5,9,6386
8.75,666,2,10,London,dessert,Sunday,23,932.5,9,6386
19.0,666,5,1230,London,dessert,Tuesday,19,932.5,9,6386
20.0,666,3,347,London,dessert,Wednesday,16,932.5,9,6386
22.1,666,3,648,London,dessert,Wednesday,18,932.5,9,6386
8.0,666,2,87,London,dessert,Wednesday,21,932.5,9,6386
8.1,666,2,2796,London,dessert,Wednesday,13,932.5,9,6386
17.15,666,6,849,London,dessert,Sunday,15,932.5,9,6386
18.7,666,6,1242,London,dessert,Sunday,20,932.5,9,6386
28.95,666,6,986,London,dessert,Sunday,23,932.5,9,6386
9.95,666,2,918,London,dessert,Monday,19,932.5,9,6386
18.0,666,2,404,London,dessert,Monday,21,932.5,9,6386
25.5,666,5,868,London,dessert,Monday,22,932.5,9,6386
10.15,666,2,25,London,dessert,Wednesday,20,932.5,9,6386
11.4,666,4,72,London,dessert,Wednesday,21,932.5,9,6386
14.35,666,6,441,London,dessert,Wednesday,21,932.5,9,6386
11.8,666,5,553,London,dessert,Wednesday,21,932.5,9,6386
24.7,666,5,415,London,dessert,Thursday,22,932.5,9,6386
21.75,666,5,312,London,dessert,Saturday,19,932.5,9,6386
15.5,666,2,300,London,dessert,Sunday,20,932.5,9,6386
16.7,666,4,844,London,dessert,Sunday,23,932.5,9,6386
6.49,315,1,3969,London,healthy,Monday,12,2570.740740740741,58,8160
66.89,315,4,3237,London,healthy,Monday,12,2570.740740740741,58,8160
6.49,315,1,3463,London,healthy,Tuesday,12,2570.740740740741,58,8160
80.45,315,13,8160,London,healthy,Wednesday,11,2570.740740740741,58,8160
5.99,315,1,7926,London,healthy,Wednesday,11,2570.740740740741,58,8160
19.76,315,4,3271,London,healthy,Thursday,12,2570.740740740741,58,8160
21.45,315,5,2803,London,healthy,Friday,12,2570.740740740741,58,8160
26.34,315,6,767,London,healthy,Friday,13,2570.740740740741,58,8160
46.01,315,9,757,London,healthy,Saturday,14,2570.740740740741,58,8160
16.67,315,3,6022,London,healthy,Monday,11,2570.740740740741,58,8160
37.0,315,8,3290,London,healthy,Monday,12,2570.740740740741,58,8160
22.04,315,6,4346,London,healthy,Monday,17,2570.740740740741,58,8160
8.98,315,2,3498,London,healthy,Thursday,14,2570.740740740741,58,8160
22.24,315,5,67,London,healthy,Thursday,18,2570.740740740741,58,8160
18.47,315,3,4294,London,healthy,Monday,12,2570.740740740741,58,8160
16.86,315,4,129,London,healthy,Monday,14,2570.740740740741,58,8160
16.56,315,4,720,London,healthy,Monday,16,2570.740740740741,58,8160
5.99,315,1,262,London,healthy,Friday,17,2570.740740740741,58,8160
21.76,315,3,2731,London,healthy,Monday,13,2570.740740740741,58,8160
32.45,315,4,2759,London,healthy,Monday,13,2570.740740740741,58,8160
16.36,315,4,533,London,healthy,Monday,16,2570.740740740741,58,8160
25.15,315,4,2175,London,healthy,Wednesday,12,2570.740740740741,58,8160
22.26,315,4,3122,London,healthy,Wednesday,17,2570.740740740741,58,8160
15.57,315,3,177,London,healthy,Friday,15,2570.740740740741,58,8160
17.36,315,4,602,London,healthy,Friday,15,2570.740740740741,58,8160
31.14,315,6,58,London,healthy,Tuesday,13,2570.740740740741,58,8160
16.16,315,4,272,London,healthy,Tuesday,15,2570.740740740741,58,8160
15.45,898,3,2446,London,persian,Monday,12,1298.7083333333333,386,3433
36.95,898,4,594,London,persian,Thursday,19,1298.7083333333333,386,3433
57.7,898,10,613,London,persian,Friday,20,1298.7083333333333,386,3433
41.65,898,6,1301,London,persian,Saturday,21,1298.7083333333333,386,3433
16.1,898,4,1762,London,persian,Saturday,22,1298.7083333333333,386,3433
34.3,898,5,806,London,persian,Monday,20,1298.7083333333333,386,3433
46.25,898,6,2860,London,persian,Wednesday,19,1298.7083333333333,386,3433
20.95,898,1,1527,London,persian,Wednesday,21,1298.7083333333333,386,3433
15.9,898,1,3433,London,persian,Thursday,20,1298.7083333333333,386,3433
19.2,898,4,386,London,persian,Tuesday,22,1298.7083333333333,386,3433
19.4,898,3,547,London,persian,Tuesday,23,1298.7083333333333,386,3433
30.4,898,3,661,London,persian,Wednesday,19,1298.7083333333333,386,3433
15.9,898,1,3164,London,persian,Wednesday,19,1298.7083333333333,386,3433
20.9,898,2,607,London,persian,Friday,21,1298.7083333333333,386,3433
51.8,898,6,519,London,persian,Saturday,20,1298.7083333333333,386,3433
19.65,898,4,964,London,persian,Saturday,20,1298.7083333333333,386,3433
26.4,898,6,911,London,persian,Saturday,22,1298.7083333333333,386,3433
22.05,898,5,696,London,persian,Sunday,20,1298.7083333333333,386,3433
42.45,898,3,1708,London,persian,Thursday,15,1298.7083333333333,386,3433
31.75,898,7,629,London,persian,Sunday,20,1298.7083333333333,386,3433
24.4,898,5,559,London,persian,Sunday,21,1298.7083333333333,386,3433
20.9,898,3,3278,London,persian,Monday,19,1298.7083333333333,386,3433
20.15,898,5,462,London,persian,Tuesday,22,1298.7083333333333,386,3433
20.95,898,1,736,London,persian,Tuesday,22,1298.7083333333333,386,3433
92.85,115,13,2462,London,deli,Monday,12,2444.3333333333335,253,5341
17.0,115,4,5341,London,deli,Wednesday,12,2444.3333333333335,253,5341
15.45,115,4,333,London,deli,Friday,14,2444.3333333333335,253,5341
16.0,115,3,253,London,deli,Wednesday,14,2444.3333333333335,253,5341
138.0,115,3,3922,London,deli,Thursday,12,2444.3333333333335,253,5341
48.1,115,6,2355,London,deli,Thursday,13,2444.3333333333335,253,5341
11.3584,1872,3,232,Paris,french,Monday,13,503.45454545454544,5,4418
10.6485,1872,3,378,Paris,french,Monday,13,503.45454545454544,5,4418
23.4267,1872,5,954,Paris,french,Monday,13,503.45454545454544,5,4418
10.6485,1872,3,399,Paris,french,Monday,14,503.45454545454544,5,4418
22.0069,1872,6,10,Paris,french,Monday,21,503.45454545454544,5,4418
35.495,1872,5,46,Paris,french,Monday,22,503.45454545454544,5,4418
11.3584,1872,3,100,Paris,french,Tuesday,13,503.45454545454544,5,4418
21.297,1872,4,136,Paris,french,Tuesday,14,503.45454545454544,5,4418
12.0683,1872,3,58,Paris,french,Tuesday,21,503.45454545454544,5,4418
22.0069,1872,6,143,Paris,french,Tuesday,21,503.45454545454544,5,4418
11.3584,1872,2,156,Paris,french,Tuesday,21,503.45454545454544,5,4418
14.55295,1872,10,20,Paris,french,Tuesday,22,503.45454545454544,5,4418
29.1059,1872,8,5,Paris,french,Tuesday,22,503.45454545454544,5,4418
13.13315,1872,9,176,Paris,french,Tuesday,22,503.45454545454544,5,4418
24.8465,1872,7,338,Paris,french,Tuesday,23,503.45454545454544,5,4418
12.7782,1872,3,202,Paris,french,Wednesday,13,503.45454545454544,5,4418
13.4881,1872,6,232,Paris,french,Wednesday,20,503.45454545454544,5,4418
57.5019,1872,7,9,Paris,french,Wednesday,21,503.45454545454544,5,4418
69.5702,1872,14,413,Paris,french,Wednesday,21,503.45454545454544,5,4418
12.0683,1872,3,11,Paris,french,Wednesday,21,503.45454545454544,5,4418
34.075199999999995,1872,8,40,Paris,french,Wednesday,21,503.45454545454544,5,4418
11.3584,1872,3,205,Paris,french,Friday,14,503.45454545454544,5,4418
11.3584,1872,3,3310,Paris,french,Friday,19,503.45454545454544,5,4418
18.4574,1872,4,1480,Paris,french,Saturday,13,503.45454545454544,5,4418
25.5564,1872,7,236,Paris,french,Saturday,13,503.45454545454544,5,4418
15.6178,1872,5,398,Paris,french,Saturday,14,503.45454545454544,5,4418
10.6485,1872,3,316,Paris,french,Sunday,13,503.45454545454544,5,4418
42.94895,1872,17,1734,Paris,french,Sunday,13,503.45454545454544,5,4418
11.3584,1872,3,23,Paris,french,Sunday,13,503.45454545454544,5,4418
23.07175,1872,8,668,Paris,french,Sunday,13,503.45454545454544,5,4418
10.6485,1872,3,216,Paris,french,Sunday,13,503.45454545454544,5,4418
11.3584,1872,3,136,Paris,french,Sunday,14,503.45454545454544,5,4418
22.7168,1872,3,61,Paris,french,Sunday,20,503.45454545454544,5,4418
22.7168,1872,5,110,Paris,french,Sunday,20,503.45454545454544,5,4418
13.4881,1872,4,7,Paris,french,Sunday,20,503.45454545454544,5,4418
30.5257,1872,8,455,Paris,french,Sunday,20,503.45454545454544,5,4418
13.4881,1872,4,310,Paris,french,Sunday,20,503.45454545454544,5,4418
26.2663,1872,8,6,Paris,french,Sunday,21,503.45454545454544,5,4418
11.3584,1872,3,368,Paris,french,Monday,14,503.45454545454544,5,4418
12.7782,1872,4,534,Paris,french,Monday,14,503.45454545454544,5,4418
33.3653,1872,5,4418,Paris,french,Tuesday,20,503.45454545454544,5,4418
12.7782,1872,7,90,Paris,french,Tuesday,20,503.45454545454544,5,4418
22.0069,1872,5,332,Paris,french,Tuesday,21,503.45454545454544,5,4418
20.5871,1872,8,292,Paris,french,Tuesday,21,503.45454545454544,5,4418
11.3584,1872,2,398,Paris,french,Tuesday,22,503.45454545454544,5,4418
22.7168,1872,3,338,Paris,french,Tuesday,23,503.45454545454544,5,4418
32.6554,1872,5,222,Paris,french,Wednesday,13,503.45454545454544,5,4418
24.8465,1872,6,478,Paris,french,Wednesday,14,503.45454545454544,5,4418
17.7475,1872,4,3561,Paris,french,Wednesday,19,503.45454545454544,5,4418
32.6554,1872,9,3254,Paris,french,Wednesday,20,503.45454545454544,5,4418
12.42325,1872,9,559,Paris,french,Wednesday,20,503.45454545454544,5,4418
25.5564,1872,5,8,Paris,french,Thursday,21,503.45454545454544,5,4418
13.4881,1872,4,23,Paris,french,Thursday,21,503.45454545454544,5,4418
10.6485,1872,3,312,Paris,french,Friday,15,503.45454545454544,5,4418
11.3584,1872,3,374,Paris,french,Friday,21,503.45454545454544,5,4418
10.6485,1872,3,232,Paris,french,Saturday,13,503.45454545454544,5,4418
12.7782,1872,4,564,Paris,french,Saturday,16,503.45454545454544,5,4418
11.3584,1872,3,34,Paris,french,Saturday,20,503.45454545454544,5,4418
29.8158,1872,8,5,Paris,french,Saturday,22,503.45454545454544,5,4418
11.3584,1872,3,3252,Paris,french,Sunday,20,503.45454545454544,5,4418
22.7168,1872,4,752,Paris,french,Sunday,22,503.45454545454544,5,4418
31.9455,1872,6,1629,Paris,french,Sunday,22,503.45454545454544,5,4418
22.7168,1872,10,705,Paris,french,Sunday,22,503.45454545454544,5,4418
35.495,1872,6,20,Paris,french,Sunday,23,503.45454545454544,5,4418
55.3722,1872,7,2488,Paris,french,Monday,12,503.45454545454544,5,4418
14.198,1872,4,519,Paris,french,Monday,14,503.45454545454544,5,4418
31.9455,1872,5,282,Paris,french,Monday,23,503.45454545454544,5,4418
11.3584,1872,3,161,Paris,french,Tuesday,20,503.45454545454544,5,4418
22.7168,1872,5,1576,Paris,french,Tuesday,21,503.45454545454544,5,4418
22.7168,1872,4,66,Paris,french,Tuesday,21,503.45454545454544,5,4418
17.7475,1872,3,12,Paris,french,Tuesday,21,503.45454545454544,5,4418
12.0683,1872,3,27,Paris,french,Tuesday,21,503.45454545454544,5,4418
26.2663,1872,5,33,Paris,french,Tuesday,22,503.45454545454544,5,4418
18.4574,1872,2,94,Paris,french,Tuesday,22,503.45454545454544,5,4418
22.7168,1872,4,47,Paris,french,Tuesday,22,503.45454545454544,5,4418
11.3584,1872,3,28,Paris,french,Tuesday,22,503.45454545454544,5,4418
21.297,1872,3,49,Paris,french,Tuesday,23,503.45454545454544,5,4418
22.7168,1872,4,272,Paris,french,Wednesday,23,503.45454545454544,5,4418
11.3584,1872,3,9,Paris,french,Thursday,21,503.45454545454544,5,4418
17.037599999999998,1872,2,10,Paris,french,Thursday,21,503.45454545454544,5,4418
12.0683,1872,6,2519,Paris,french,Friday,13,503.45454545454544,5,4418
11.3584,1872,3,176,Paris,french,Friday,15,503.45454545454544,5,4418
11.3584,1872,3,27,Paris,french,Friday,20,503.45454545454544,5,4418
34.075199999999995,1872,6,53,Paris,french,Friday,20,503.45454545454544,5,4418
13.4881,1872,4,22,Paris,french,Friday,20,503.45454545454544,5,4418
22.7168,1872,4,10,Paris,french,Friday,21,503.45454545454544,5,4418
22.36185,1872,10,232,Paris,french,Friday,21,503.45454545454544,5,4418
40.4643,1872,6,141,Paris,french,Friday,23,503.45454545454544,5,4418
13.4881,1872,4,69,Paris,french,Saturday,20,503.45454545454544,5,4418
54.6623,1872,10,90,Paris,french,Saturday,21,503.45454545454544,5,4418
23.4267,1872,5,463,Paris,french,Saturday,23,503.45454545454544,5,4418
21.297,1872,5,181,Paris,french,Tuesday,22,503.45454545454544,5,4418
14.9079,1872,4,2593,Paris,french,Wednesday,20,503.45454545454544,5,4418
9.2287,1872,2,21,Paris,french,Wednesday,20,503.45454545454544,5,4418
17.037599999999998,1872,5,71,Paris,french,Wednesday,21,503.45454545454544,5,4418
10.6485,1872,3,257,Paris,french,Wednesday,22,503.45454545454544,5,4418
11.3584,1872,3,36,Paris,french,Thursday,22,503.45454545454544,5,4418
10.6485,1872,3,78,Paris,french,Friday,14,503.45454545454544,5,4418
11.3584,1872,3,35,Paris,french,Friday,14,503.45454545454544,5,4418
33.3653,1872,6,91,Paris,french,Friday,14,503.45454545454544,5,4418
13.4881,1872,4,256,Paris,french,Saturday,15,503.45454545454544,5,4418
18.4574,1872,2,1356,Paris,french,Saturday,19,503.45454545454544,5,4418
26.2663,1872,6,14,Paris,french,Saturday,21,503.45454545454544,5,4418
18.4574,1872,4,214,Paris,french,Saturday,22,503.45454545454544,5,4418
30.88065,1872,8,282,Paris,french,Sunday,13,503.45454545454544,5,4418
13.84305,1872,8,2717,Paris,french,Sunday,19,503.45454545454544,5,4418
11.3584,1872,3,218,Paris,french,Sunday,21,503.45454545454544,5,4418
36.2049,1872,10,939,Paris,french,Sunday,22,503.45454545454544,5,4418
14.198,1872,4,24,Paris,french,Sunday,22,503.45454545454544,5,4418
14.198,1872,4,39,Paris,french,Tuesday,20,503.45454545454544,5,4418
26.25,2308,3,1535,London,mediterranean,Monday,12,1260.2,690,3512
15.2,2308,2,940,London,mediterranean,Monday,19,1260.2,690,3512
37.0,2308,4,1133,London,mediterranean,Monday,21,1260.2,690,3512
20.5,2308,2,906,London,mediterranean,Saturday,18,1260.2,690,3512
23.25,2308,3,741,London,mediterranean,Saturday,20,1260.2,690,3512
31.7,2308,4,1464,London,mediterranean,Saturday,23,1260.2,690,3512
71.15,2308,7,2000,London,mediterranean,Monday,22,1260.2,690,3512
48.0,2308,6,839,London,mediterranean,Tuesday,22,1260.2,690,3512
30.95,2308,3,730,London,mediterranean,Wednesday,21,1260.2,690,3512
58.25,2308,6,989,London,mediterranean,Wednesday,21,1260.2,690,3512
44.25,2308,4,690,London,mediterranean,Thursday,19,1260.2,690,3512
25.45,2308,4,1105,London,mediterranean,Thursday,21,1260.2,690,3512
14.2,2308,2,947,London,mediterranean,Monday,21,1260.2,690,3512
30.95,2308,3,2267,London,mediterranean,Tuesday,13,1260.2,690,3512
19.0,2308,2,1269,London,mediterranean,Tuesday,21,1260.2,690,3512
50.75,2308,4,1048,London,mediterranean,Tuesday,21,1260.2,690,3512
26.25,2308,3,3512,London,mediterranean,Friday,12,1260.2,690,3512
54.4,2308,5,1374,London,mediterranean,Saturday,22,1260.2,690,3512
22.7,2308,2,1827,London,mediterranean,Monday,14,1260.2,690,3512
50.25,2308,6,961,London,mediterranean,Monday,14,1260.2,690,3512
37.0,2308,3,1082,London,mediterranean,Wednesday,13,1260.2,690,3512
28.0,2308,4,815,London,mediterranean,Wednesday,22,1260.2,690,3512
34.0,2308,3,1398,London,mediterranean,Thursday,14,1260.2,690,3512
20.95,2308,1,1183,London,mediterranean,Thursday,20,1260.2,690,3512
18.45,2308,2,750,London,mediterranean,Thursday,22,1260.2,690,3512
18.4,1199,3,2838,London,british,Monday,12,837.64,266,2838
24.4,1199,3,438,London,british,Monday,14,837.64,266,2838
19.4,1199,3,302,London,british,Monday,22,837.64,266,2838
26.5,1199,6,744,London,british,Wednesday,20,837.64,266,2838
7.5,1199,1,266,London,british,Thursday,21,837.64,266,2838
19.95,1199,4,462,London,british,Thursday,22,837.64,266,2838
18.15,1199,4,2440,London,british,Saturday,12,837.64,266,2838
18.95,1199,4,2481,London,british,Saturday,13,837.64,266,2838
26.9,1199,7,859,London,british,Saturday,16,837.64,266,2838
24.9,1199,2,715,London,british,Monday,17,837.64,266,2838
52.1,1199,7,532,London,british,Monday,18,837.64,266,2838
13.65,1199,3,468,London,british,Monday,21,837.64,266,2838
21.9,1199,2,962,London,british,Monday,21,837.64,266,2838
19.9,1199,2,836,London,british,Tuesday,13,837.64,266,2838
17.9,1199,2,811,London,british,Tuesday,20,837.64,266,2838
43.7,1199,4,787,London,british,Wednesday,16,837.64,266,2838
22.4,1199,3,604,London,british,Thursday,17,837.64,266,2838
15.45,1199,2,447,London,british,Friday,22,837.64,266,2838
19.85,1199,3,789,London,british,Saturday,14,837.64,266,2838
19.9,1199,3,771,London,british,Saturday,18,837.64,266,2838
31.8,1199,4,971,London,british,Sunday,13,837.64,266,2838
19.0,1199,4,906,London,british,Sunday,13,837.64,266,2838
21.9,1199,3,931,London,british,Sunday,14,837.64,266,2838
23.35,1199,3,578,London,british,Sunday,18,837.64,266,2838
26.35,1199,4,714,London,british,Sunday,19,837.64,266,2838
51.35,1199,8,790,London,british,Sunday,19,837.64,266,2838
15.45,1199,2,720,London,british,Sunday,20,837.64,266,2838
15.15,1199,4,509,London,british,Sunday,22,837.64,266,2838
27.25,1199,5,493,London,british,Sunday,23,837.64,266,2838
41.1,1199,8,1015,London,british,Monday,20,837.64,266,2838
34.05,1199,5,1174,London,british,Monday,21,837.64,266,2838
19.95,1199,1,725,London,british,Monday,21,837.64,266,2838
13.4,1199,3,847,London,british,Tuesday,13,837.64,266,2838
35.75,1199,5,760,London,british,Tuesday,17,837.64,266,2838
17.35,1199,4,680,London,british,Tuesday,17,837.64,266,2838
51.85,1199,3,643,London,british,Wednesday,22,837.64,266,2838
16.45,1199,4,739,London,british,Wednesday,22,837.64,266,2838
18.45,1199,2,554,London,british,Wednesday,22,837.64,266,2838
19.9,1199,2,272,London,british,Wednesday,22,837.64,266,2838
15.45,1199,2,2831,London,british,Thursday,12,837.64,266,2838
16.2,1199,3,750,London,british,Thursday,13,837.64,266,2838
23.95,1199,2,805,London,british,Friday,14,837.64,266,2838
19.85,1199,3,694,London,british,Friday,15,837.64,266,2838
22.45,1199,4,1167,London,british,Saturday,22,837.64,266,2838
23.8,1199,3,853,London,british,Saturday,22,837.64,266,2838
93.0,1199,11,2138,London,british,Saturday,23,837.64,266,2838
19.85,1199,3,659,London,british,Sunday,21,837.64,266,2838
15.05,1199,3,773,London,british,Monday,14,837.64,266,2838
29.4,1199,5,1012,London,british,Monday,21,837.64,266,2838
19.95,1199,1,840,London,british,Tuesday,19,837.64,266,2838
15.45,1199,2,631,London,british,Wednesday,15,837.64,266,2838
23.9,1199,2,996,London,british,Wednesday,20,837.64,266,2838
28.4,1199,3,815,London,british,Thursday,20,837.64,266,2838
14.65,1199,3,428,London,british,Thursday,20,837.64,266,2838
16.7,1199,4,946,London,british,Thursday,21,837.64,266,2838
15.45,1199,2,342,London,british,Thursday,22,837.64,266,2838
15.45,1199,2,574,London,british,Friday,13,837.64,266,2838
15.4,1199,2,594,London,british,Friday,19,837.64,266,2838
30.45,1199,4,523,London,british,Friday,20,837.64,266,2838
10.0,1199,2,780,London,british,Saturday,18,837.64,266,2838
38.85,1199,3,634,London,british,Saturday,21,837.64,266,2838
15.95,1199,3,312,London,british,Saturday,22,837.64,266,2838
20.15,1199,5,322,London,british,Saturday,23,837.64,266,2838
18.95,1199,2,785,London,british,Sunday,13,837.64,266,2838
21.9,1199,4,830,London,british,Sunday,13,837.64,266,2838
18.95,1199,2,945,London,british,Sunday,14,837.64,266,2838
13.45,1199,4,478,London,british,Sunday,15,837.64,266,2838
15.45,1199,2,820,London,british,Sunday,17,837.64,266,2838
